Date,Category,Device,Clicks,Cost,Sales,Order value,Tracked leads,Cost of tracked leads
17/01/22,Sportbekleidung Herren,Mobile,22,7.425,0,0,22,7.425
17/01/22,Fahrradteile & Fahrradzubehör,Computer,7,3.15,0,0,7,3.15
17/01/22,Fahrradteile & Fahrradzubehör,Mobile,3,1.0125,0,0,3,1.0125
17/01/22,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
18/01/22,Links,Computer,675,303.75,0,0,675,303.75
18/01/22,Links,Mobile,47,21.15,0,0,47,21.15
18/01/22,Herrenmode,Computer,4,1.8,0,0,4,1.8
18/01/22,Herrenmode,Mobile,2,0.675,0,0,2,0.675
18/01/22,Damenmode,Computer,7,3.15,0,0,7,3.15
18/01/22,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
18/01/22,Sportbekleidung Damen,Computer,14,6.3,0,0,14,6.3
18/01/22,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
18/01/22,Sportbekleidung Herren,Computer,104,46.8,1,168.07,104,46.8
18/01/22,Sportbekleidung Herren,Mobile,54,18.225,0,0,54,18.225
18/01/22,Fahrradteile & Fahrradzubehör,Computer,8,3.6,0,0,8,3.6
18/01/22,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
18/01/22,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
30/01/22,Links,Computer,0,0,1,188.23,0,0
30/01/22,Sportbekleidung Herren,Mobile,0,0,2,270.21,0,0
